r_id,r_c_id,r_start_date,r_end_date,hours,total_cost,r_p_id,r_e_id
1119,269,2024-05-05 10:05:00,2024-05-05 14:05:00,,,11119,107
1120,3498,2024-05-05 10:24:00,2024-05-05 13:24:00,,,11120,105
1121,4376,2024-05-05 12:37:00,2024-05-05 13:37:00,,,11121,105
1122,2974,2024-05-05 13:30:00,2024-05-05 15:30:00,,,11122,101
1123,3640,2024-05-05 14:02:00,2024-05-05 17:02:00,,,11123,107
1124,2625,2024-05-05 14:19:00,2024-05-05 16:19:00,,,11124,107
1125,2760,2024-05-05 14:36:00,2024-05-05 16:36:00,,,11125,111
1126,49,2024-05-05 14:46:00,2024-05-05 17:46:00,,,11126,110
1127,1077,2024-05-05 15:24:00,2024-05-05 17:24:00,,,11127,107
1128,4930,2024-05-05 15:31:00,2024-05-05 17:31:00,,,11128,107
1129,4683,2024-05-05 16:05:00,2024-05-05 17:05:00,,,11129,110
1130,888,2024-05-05 16:11:00,2024-05-05 18:11:00,,,11130,107
1131,4358,2024-05-05 17:12:00,2024-05-05 18:12:00,,,11131,111
1132,251,2024-05-05 17:27:00,2024-05-05 20:27:00,,,11132,110
1133,1742,2024-05-05 17:34:00,2024-05-05 19:34:00,,,11133,107
1134,3712,2024-05-05 18:31:00,2024-05-05 20:31:00,,,11134,107
1135,3491,2024-05-05 19:23:00,2024-05-05 21:23:00,,,11135,110
1136,2966,2024-05-05 20:04:00,2024-05-05 22:00:00,,,11136,111
1137,3378,2024-05-05 20:19:00,2024-05-05 21:19:00,,,11137,110
1138,1019,2024-05-06 09:12:00,2024-05-06 12:12:00,,,11138,104
1139,1475,2024-05-06 10:48:00,2024-05-06 14:48:00,,,11139,112
1140,4717,2024-05-06 11:13:00,2024-05-06 15:13:00,,,11140,103
1141,1344,2024-05-06 13:40:00,2024-05-06 14:40:00,,,11141,104
1142,3110,2024-05-06 17:23:00,2024-05-06 19:23:00,,,11142,105
1143,4525,2024-05-06 20:31:00,2024-05-06 22:00:00,,,11143,104
1144,2225,2024-05-06 20:58:00,2024-05-06 22:00:00,,,11144,104
1145,346,2024-05-07 08:23:00,2024-05-07 12:23:00,,,11145,110
1146,432,2024-05-07 08:41:00,2024-05-07 09:41:00,,,11146,107
1147,3021,2024-05-07 08:46:00,2024-05-07 10:46:00,,,11147,107
1148,3632,2024-05-07 09:42:00,2024-05-07 12:42:00,,,11148,107
1149,4868,2024-05-07 11:04:00,2024-05-07 13:04:00,,,11149,109
1150,390,2024-05-07 13:08:00,2024-05-07 14:08:00,,,11150,110
1151,781,2024-05-07 17:14:00,2024-05-07 21:14:00,,,11151,107
1152,4157,2024-05-07 20:47:00,2024-05-07 21:47:00,,,11152,107
1153,3233,2024-05-08 07:28:00,2024-05-08 10:28:00,,,11153,102
1154,2465,2024-05-08 09:55:00,2024-05-08 10:55:00,,,11154,111
1155,3056,2024-05-08 13:31:00,2024-05-08 14:31:00,,,11155,102
1156,4398,2024-05-08 15:16:00,2024-05-08 16:16:00,,,11156,101
1157,3344,2024-05-08 15:22:00,2024-05-08 18:22:00,,,11157,101
1158,903,2024-05-08 16:55:00,2024-05-08 18:55:00,,,11158,101
1159,1266,2024-05-08 17:15:00,2024-05-08 18:15:00,,,11159,101
1160,3734,2024-05-08 19:13:00,2024-05-08 22:00:00,,,11160,101
1161,872,2024-05-08 19:14:00,2024-05-08 22:00:00,,,11161,105
1162,4650,2024-05-08 19:36:00,2024-05-08 21:36:00,,,11162,105
1163,2363,2024-05-08 20:53:00,2024-05-08 22:00:00,,,11163,112
1164,1134,2024-05-09 07:19:00,2024-05-09 08:19:00,,,11164,109
1165,111,2024-05-09 08:02:00,2024-05-09 11:02:00,,,11165,107
1166,1720,2024-05-09 08:22:00,2024-05-09 10:22:00,,,11166,107
1167,3474,2024-05-09 12:00:00,2024-05-09 14:00:00,,,11167,107
1168,674,2024-05-09 12:11:00,2024-05-09 16:11:00,,,11168,102
1169,4865,2024-05-09 12:20:00,2024-05-09 13:20:00,,,11169,102
1170,4432,2024-05-09 12:23:00,2024-05-09 14:23:00,,,11170,107
1171,4666,2024-05-09 13:23:00,2024-05-09 16:23:00,,,11171,107
1172,4669,2024-05-09 13:55:00,2024-05-09 17:55:00,,,11172,102
1173,4805,2024-05-09 14:26:00,2024-05-09 16:26:00,,,11173,107
1174,2605,2024-05-09 14:33:00,2024-05-09 17:33:00,,,11174,108
1175,3956,2024-05-09 16:40:00,2024-05-09 19:40:00,,,11175,104
1176,3790,2024-05-09 18:58:00,2024-05-09 21:58:00,,,11176,107
1177,2432,2024-05-10 08:38:00,2024-05-10 11:38:00,,,11177,108
1178,1385,2024-05-10 09:21:00,2024-05-10 11:21:00,,,11178,106
1179,4597,2024-05-10 09:51:00,2024-05-10 11:51:00,,,11179,112
1180,2856,2024-05-10 10:13:00,2024-05-10 12:13:00,,,11180,106
1181,986,2024-05-10 11:01:00,2024-05-10 12:01:00,,,11181,108
1182,697,2024-05-10 11:01:00,2024-05-10 14:01:00,,,11182,112
1183,1648,2024-05-10 11:06:00,2024-05-10 13:06:00,,,11183,112
1184,4653,2024-05-10 12:03:00,2024-05-10 15:03:00,,,11184,112
1185,3916,2024-05-10 13:11:00,2024-05-10 16:11:00,,,11185,106
1186,1000,2024-05-10 13:33:00,2024-05-10 15:33:00,,,11186,106
1187,3707,2024-05-10 13:48:00,2024-05-10 16:48:00,,,11187,106
1188,4803,2024-05-10 13:54:00,2024-05-10 14:54:00,,,11188,106
1189,2192,2024-05-10 13:55:00,2024-05-10 17:55:00,,,11189,106
1190,2809,2024-05-10 13:56:00,2024-05-10 14:56:00,,,11190,112
1191,1088,2024-05-10 14:25:00,2024-05-10 16:25:00,,,11191,112
1192,3849,2024-05-10 14:31:00,2024-05-10 17:31:00,,,11192,111
1193,2810,2024-05-10 16:37:00,2024-05-10 17:37:00,,,11193,112
1194,3223,2024-05-10 16:45:00,2024-05-10 19:45:00,,,11194,112
1195,247,2024-05-10 18:51:00,2024-05-10 21:51:00,,,11195,112
1196,2793,2024-05-10 19:55:00,2024-05-10 21:55:00,,,11196,112
1197,670,2024-05-10 20:03:00,2024-05-10 21:03:00,,,11197,112
1198,4936,2024-05-10 20:04:00,2024-05-10 22:00:00,,,11198,110
1199,3076,2024-05-11 07:01:00,2024-05-11 11:01:00,,,11199,108
1200,4025,2024-05-11 07:59:00,2024-05-11 09:59:00,,,11200,108
1201,1055,2024-05-11 08:28:00,2024-05-11 10:28:00,,,11201,102
1202,62,2024-05-11 09:28:00,2024-05-11 12:28:00,,,11202,108
1203,3289,2024-05-11 09:36:00,2024-05-11 11:36:00,,,11203,105
1204,2372,2024-05-11 09:52:00,2024-05-11 10:52:00,,,11204,108
1205,1690,2024-05-11 10:06:00,2024-05-11 11:06:00,,,11205,108
1206,4773,2024-05-11 10:26:00,2024-05-11 12:26:00,,,11206,105
1207,2050,2024-05-11 10:44:00,2024-05-11 12:44:00,,,11207,102
1208,3934,2024-05-11 11:00:00,2024-05-11 12:00:00,,,11208,108
1209,78,2024-05-11 11:07:00,2024-05-11 14:07:00,,,11209,102
1210,611,2024-05-11 12:09:00,2024-05-11 14:09:00,,,11210,102
1211,1488,2024-05-11 13:12:00,2024-05-11 14:12:00,,,11211,105
1212,1491,2024-05-11 13:53:00,2024-05-11 16:53:00,,,11212,105
1213,2097,2024-05-11 14:02:00,2024-05-11 18:02:00,,,11213,106
1214,2620,2024-05-11 14:04:00,2024-05-11 17:04:00,,,11214,108
1215,3238,2024-05-11 14:09:00,2024-05-11 16:09:00,,,11215,106
1216,4729,2024-05-11 14:13:00,2024-05-11 16:13:00,,,11216,104
1217,1366,2024-05-11 14:26:00,2024-05-11 16:26:00,,,11217,106
1218,4882,2024-05-11 14:34:00,2024-05-11 18:34:00,,,11218,106
1219,359,2024-05-11 15:41:00,2024-05-11 16:41:00,,,11219,104
1220,4854,2024-05-11 15:51:00,2024-05-11 16:51:00,,,11220,106
1221,89,2024-05-11 16:10:00,2024-05-11 19:10:00,,,11221,104
1222,1630,2024-05-11 16:36:00,2024-05-11 18:36:00,,,11222,104
1223,3085,2024-05-11 17:00:00,2024-05-11 19:00:00,,,11223,104
1224,3704,2024-05-11 17:35:00,2024-05-11 18:35:00,,,11224,104
1225,1497,2024-05-11 17:44:00,2024-05-11 20:44:00,,,11225,106
1226,155,2024-05-11 17:49:00,2024-05-11 18:49:00,,,11226,104
1227,1359,2024-05-11 19:30:00,2024-05-11 21:30:00,,,11227,104
1228,3210,2024-05-11 19:39:00,2024-05-11 22:00:00,,,11228,106
1229,1713,2024-05-11 19:52:00,2024-05-11 21:52:00,,,11229,106
1230,4399,2024-05-11 20:07:00,2024-05-11 22:00:00,,,11230,104
1231,4513,2024-05-11 20:10:00,2024-05-11 22:00:00,,,11231,106
1232,484,2024-05-12 07:07:00,2024-05-12 09:07:00,,,11232,102
1233,771,2024-05-12 07:27:00,2024-05-12 08:27:00,,,11233,106
1234,97,2024-05-12 08:01:00,2024-05-12 12:01:00,,,11234,106
1235,3264,2024-05-12 08:23:00,2024-05-12 09:23:00,,,11235,106
1236,1633,2024-05-12 09:15:00,2024-05-12 11:15:00,,,11236,102
1237,1566,2024-05-12 09:16:00,2024-05-12 10:16:00,,,11237,102
1238,3058,2024-05-12 10:29:00,2024-05-12 12:29:00,,,11238,102
1239,687,2024-05-12 10:33:00,2024-05-12 13:33:00,,,11239,106
1240,4038,2024-05-12 11:23:00,2024-05-12 14:23:00,,,11240,102
1241,2710,2024-05-12 11:28:00,2024-05-12 12:28:00,,,11241,102
1242,469,2024-05-12 11:34:00,2024-05-12 12:34:00,,,11242,108
1243,892,2024-05-12 12:58:00,2024-05-12 14:58:00,,,11243,102
1244,233,2024-05-12 13:42:00,2024-05-12 15:42:00,,,11244,106
1245,2839,2024-05-12 13:55:00,2024-05-12 15:55:00,,,11245,108
1246,4286,2024-05-12 14:09:00,2024-05-12 16:09:00,,,11246,107
1247,3120,2024-05-12 14:34:00,2024-05-12 16:34:00,,,11247,107
1248,4511,2024-05-12 14:48:00,2024-05-12 16:48:00,,,11248,107
1249,3316,2024-05-12 15:10:00,2024-05-12 16:10:00,,,11249,105
1250,4312,2024-05-12 15:23:00,2024-05-12 17:23:00,,,11250,107
1251,1655,2024-05-12 15:27:00,2024-05-12 18:27:00,,,11251,108
1252,3053,2024-05-12 16:07:00,2024-05-12 17:07:00,,,11252,105
1253,1428,2024-05-12 17:09:00,2024-05-12 20:09:00,,,11253,108
1254,2,2024-05-12 17:12:00,2024-05-12 19:12:00,,,11254,107
1255,3384,2024-05-12 17:22:00,2024-05-12 19:22:00,,,11255,108
1256,443,2024-05-12 18:08:00,2024-05-12 20:08:00,,,11256,105
1257,4482,2024-05-12 18:11:00,2024-05-12 20:11:00,,,11257,105
1258,4351,2024-05-12 18:21:00,2024-05-12 19:21:00,,,11258,107
1259,1363,2024-05-12 18:25:00,2024-05-12 19:25:00,,,11259,105
1260,2147,2024-05-12 18:53:00,2024-05-12 20:53:00,,,11260,105
1261,428,2024-05-12 20:20:00,2024-05-12 22:00:00,,,11261,108
1262,2871,2024-05-12 20:31:00,2024-05-12 22:00:00,,,11262,108
1263,4356,2024-05-12 20:37:00,2024-05-12 22:00:00,,,11263,108
1264,2318,2024-05-13 08:15:00,2024-05-13 09:15:00,,,11264,112
1265,2555,2024-05-13 11:06:00,2024-05-13 12:06:00,,,11265,102
1266,3190,2024-05-13 12:05:00,2024-05-13 13:05:00,,,11266,104
1267,280,2024-05-13 14:56:00,2024-05-13 16:56:00,,,11267,111
1268,4578,2024-05-13 15:57:00,2024-05-13 17:57:00,,,11268,108
1269,1295,2024-05-13 18:05:00,2024-05-13 19:05:00,,,11269,111
1270,1450,2024-05-13 18:08:00,2024-05-13 22:00:00,,,11270,111
1271,63,2024-05-13 19:08:00,2024-05-13 21:08:00,,,11271,104
1272,2883,2024-05-14 08:02:00,2024-05-14 11:02:00,,,11272,102
1273,3371,2024-05-14 09:55:00,2024-05-14 12:55:00,,,11273,105
1274,3808,2024-05-14 11:46:00,2024-05-14 13:46:00,,,11274,105
1275,733,2024-05-14 13:25:00,2024-05-14 15:25:00,,,11275,109
1276,304,2024-05-14 13:53:00,2024-05-14 14:53:00,,,11276,109
1277,2723,2024-05-14 15:49:00,2024-05-14 17:49:00,,,11277,105
1278,4428,2024-05-14 16:56:00,2024-05-14 19:56:00,,,11278,103
1279,106,2024-05-14 17:20:00,2024-05-14 18:20:00,,,11279,105
1280,1902,2024-05-14 18:03:00,2024-05-14 19:03:00,,,11280,105
1281,4085,2024-05-14 18:41:00,2024-05-14 19:41:00,,,11281,103
1282,4234,2024-05-15 07:35:00,2024-05-15 08:35:00,,,11282,103
1283,1388,2024-05-15 08:33:00,2024-05-15 10:33:00,,,11283,105
1284,3313,2024-05-15 09:06:00,2024-05-15 12:06:00,,,11284,105
1285,2081,2024-05-15 10:18:00,2024-05-15 11:18:00,,,11285,103
1286,2542,2024-05-15 10:32:00,2024-05-15 12:32:00,,,11286,111
1287,3019,2024-05-15 11:31:00,2024-05-15 13:31:00,,,11287,111
1288,2523,2024-05-15 11:35:00,2024-05-15 13:35:00,,,11288,111
1289,102,2024-05-15 14:43:00,2024-05-15 17:43:00,,,11289,109
1290,2266,2024-05-15 15:16:00,2024-05-15 17:16:00,,,11290,109
1291,3575,2024-05-15 16:03:00,2024-05-15 17:03:00,,,11291,111
1292,1748,2024-05-15 16:50:00,2024-05-15 18:50:00,,,11292,111
1293,1033,2024-05-15 16:57:00,2024-05-15 17:57:00,,,11293,109
1294,1695,2024-05-15 18:19:00,2024-05-15 22:00:00,,,11294,109
1295,2104,2024-05-15 20:56:00,2024-05-15 21:56:00,,,11295,109
1296,3552,2024-05-16 07:28:00,2024-05-16 09:28:00,,,11296,107
1297,3026,2024-05-16 07:45:00,2024-05-16 09:45:00,,,11297,101
1298,940,2024-05-16 09:03:00,2024-05-16 10:03:00,,,11298,107
1299,3764,2024-05-16 10:06:00,2024-05-16 12:06:00,,,11299,111
1300,3896,2024-05-16 10:27:00,2024-05-16 13:27:00,,,11300,111
1301,2642,2024-05-16 10:31:00,2024-05-16 11:31:00,,,11301,101
1302,3837,2024-05-16 10:46:00,2024-05-16 11:46:00,,,11302,107
1303,4060,2024-05-16 12:08:00,2024-05-16 16:08:00,,,11303,111
1304,554,2024-05-16 12:47:00,2024-05-16 15:47:00,,,11304,101
1305,4122,2024-05-16 14:08:00,2024-05-16 16:08:00,,,11305,101
1306,581,2024-05-16 14:13:00,2024-05-16 18:13:00,,,11306,101
1307,4929,2024-05-16 14:37:00,2024-05-16 16:37:00,,,11307,103
1308,458,2024-05-16 14:45:00,2024-05-16 15:45:00,,,11308,106
1309,3134,2024-05-16 17:43:00,2024-05-16 19:43:00,,,11309,101
1310,368,2024-05-16 18:41:00,2024-05-16 20:41:00,,,11310,106
1311,3545,2024-05-16 19:08:00,2024-05-16 21:08:00,,,11311,103
1312,2022,2024-05-16 20:03:00,2024-05-16 22:00:00,,,11312,101
1313,707,2024-05-16 20:33:00,2024-05-16 22:00:00,,,11313,103
1314,3845,2024-05-17 08:04:00,2024-05-17 10:04:00,,,11314,109
1315,2377,2024-05-17 08:09:00,2024-05-17 10:09:00,,,11315,110
1316,3992,2024-05-17 08:41:00,2024-05-17 10:41:00,,,11316,110
1317,1940,2024-05-17 08:45:00,2024-05-17 09:45:00,,,11317,110
1318,3761,2024-05-17 09:01:00,2024-05-17 12:01:00,,,11319,102
1319,1558,2024-05-17 09:01:00,2024-05-17 11:01:00,,,11318,109
1320,313,2024-05-17 09:57:00,2024-05-17 11:57:00,,,11320,102
1321,1100,2024-05-17 09:57:00,2024-05-17 11:57:00,,,11321,102
1322,2339,2024-05-17 10:00:00,2024-05-17 11:00:00,,,11322,110
1323,128,2024-05-17 10:04:00,2024-05-17 12:04:00,,,11323,110
1324,546,2024-05-17 11:36:00,2024-05-17 13:36:00,,,11324,110
1325,4597,2024-05-17 11:54:00,2024-05-17 15:54:00,,,11325,102
1326,4523,2024-05-17 12:10:00,2024-05-17 14:10:00,,,11326,110
1327,3118,2024-05-17 14:44:00,2024-05-17 17:44:00,,,11327,102
1328,2991,2024-05-17 14:45:00,2024-05-17 18:45:00,,,11328,102
1329,2380,2024-05-17 15:16:00,2024-05-17 18:16:00,,,11329,108
1330,3248,2024-05-17 15:29:00,2024-05-17 18:29:00,,,11330,106
1331,2871,2024-05-17 16:10:00,2024-05-17 19:10:00,,,11331,102
1332,4569,2024-05-17 17:21:00,2024-05-17 18:21:00,,,11332,106
1333,3430,2024-05-17 18:09:00,2024-05-17 20:09:00,,,11333,106
1334,2808,2024-05-17 18:48:00,2024-05-17 21:48:00,,,11334,108
1335,184,2024-05-17 18:55:00,2024-05-17 20:55:00,,,11335,106
1336,4105,2024-05-17 20:05:00,2024-05-17 22:00:00,,,11336,106
1337,1223,2024-05-18 07:03:00,2024-05-18 08:03:00,,,11337,101
1338,3537,2024-05-18 07:19:00,2024-05-18 08:19:00,,,11338,110
1339,3849,2024-05-18 07:26:00,2024-05-18 08:26:00,,,11339,101
1340,893,2024-05-18 07:57:00,2024-05-18 08:57:00,,,11340,110
1341,260,2024-05-18 08:27:00,2024-05-18 12:27:00,,,11341,110
1342,42,2024-05-18 08:37:00,2024-05-18 10:37:00,,,11342,110
1343,1405,2024-05-18 10:02:00,2024-05-18 11:02:00,,,11343,104
1344,1645,2024-05-18 11:19:00,2024-05-18 15:19:00,,,11344,104
1345,1904,2024-05-18 12:31:00,2024-05-18 13:31:00,,,11345,101
1346,1025,2024-05-18 12:32:00,2024-05-18 14:32:00,,,11346,110
1347,1431,2024-05-18 12:59:00,2024-05-18 14:59:00,,,11347,110
1348,4780,2024-05-18 13:10:00,2024-05-18 14:10:00,,,11348,110
1349,1707,2024-05-18 13:24:00,2024-05-18 15:24:00,,,11349,110
1350,2564,2024-05-18 13:25:00,2024-05-18 14:25:00,,,11350,110
1351,3158,2024-05-18 13:45:00,2024-05-18 15:45:00,,,11351,104
1352,2064,2024-05-18 13:56:00,2024-05-18 15:56:00,,,11352,110
1353,3575,2024-05-18 14:43:00,2024-05-18 16:43:00,,,11353,112
1354,1918,2024-05-18 15:02:00,2024-05-18 17:02:00,,,11354,105
1355,2176,2024-05-18 15:51:00,2024-05-18 16:51:00,,,11355,105
1356,3102,2024-05-18 16:13:00,2024-05-18 17:13:00,,,11356,105
1357,3222,2024-05-18 16:18:00,2024-05-18 18:18:00,,,11357,101
1358,2947,2024-05-18 17:19:00,2024-05-18 19:19:00,,,11358,101
1359,1046,2024-05-18 17:27:00,2024-05-18 18:27:00,,,11359,112
1360,1066,2024-05-18 17:35:00,2024-05-18 18:35:00,,,11360,105
1361,2564,2024-05-18 17:38:00,2024-05-18 18:38:00,,,11361,105
1362,1993,2024-05-18 18:20:00,2024-05-18 20:20:00,,,11362,101
1363,3299,2024-05-18 18:47:00,2024-05-18 19:47:00,,,11363,112
1364,3282,2024-05-18 18:55:00,2024-05-18 20:55:00,,,11364,105
1365,1349,2024-05-18 18:57:00,2024-05-18 21:57:00,,,11365,101
1366,3324,2024-05-18 19:59:00,2024-05-18 21:59:00,,,11366,105
1367,1720,2024-05-18 20:31:00,2024-05-18 21:31:00,,,11367,112
1368,4753,2024-05-18 20:34:00,2024-05-18 22:00:00,,,11368,105
1369,1067,2024-05-18 20:44:00,2024-05-18 22:00:00,,,11369,105
1370,1667,2024-05-19 07:02:00,2024-05-19 09:02:00,,,11370,103
1371,2957,2024-05-19 07:29:00,2024-05-19 08:29:00,,,11371,103
1372,265,2024-05-19 08:29:00,2024-05-19 10:29:00,,,11372,103
1373,1479,2024-05-19 09:03:00,2024-05-19 10:03:00,,,11373,107
1374,3367,2024-05-19 09:17:00,2024-05-19 13:17:00,,,11374,107
1375,2745,2024-05-19 10:40:00,2024-05-19 11:40:00,,,11375,112
1376,3966,2024-05-19 11:29:00,2024-05-19 15:29:00,,,11376,103
1377,4531,2024-05-19 11:56:00,2024-05-19 13:56:00,,,11377,112
1378,4032,2024-05-19 12:28:00,2024-05-19 14:28:00,,,11378,112
1379,3374,2024-05-19 13:02:00,2024-05-19 14:02:00,,,11379,103
1380,2103,2024-05-19 13:24:00,2024-05-19 16:24:00,,,11380,107
1381,1152,2024-05-19 13:34:00,2024-05-19 15:34:00,,,11381,112
1382,1955,2024-05-19 13:36:00,2024-05-19 15:36:00,,,11382,112
1383,2880,2024-05-19 13:38:00,2024-05-19 16:38:00,,,11383,112
1384,632,2024-05-19 13:54:00,2024-05-19 16:54:00,,,11384,107
1385,1259,2024-05-19 14:07:00,2024-05-19 16:07:00,,,11385,105
1386,3389,2024-05-19 14:21:00,2024-05-19 15:21:00,,,11386,105
1387,1927,2024-05-19 15:11:00,2024-05-19 17:11:00,,,11387,105
1388,4610,2024-05-19 15:19:00,2024-05-19 19:19:00,,,11388,105
1389,3130,2024-05-19 15:50:00,2024-05-19 18:50:00,,,11389,112
1390,3663,2024-05-19 16:28:00,2024-05-19 17:28:00,,,11390,102
1391,2007,2024-05-19 16:59:00,2024-05-19 18:59:00,,,11391,102
1392,4094,2024-05-19 17:00:00,2024-05-19 19:00:00,,,11392,105
1393,1443,2024-05-19 17:33:00,2024-05-19 18:33:00,,,11393,102
1394,2202,2024-05-19 18:17:00,2024-05-19 20:17:00,,,11394,105
1395,4152,2024-05-19 19:07:00,2024-05-19 22:00:00,,,11395,112
1396,4833,2024-05-19 19:37:00,2024-05-19 20:37:00,,,11396,105
1397,4865,2024-05-19 19:56:00,2024-05-19 20:56:00,,,11397,112
1398,4313,2024-05-19 20:13:00,2024-05-19 22:00:00,,,11398,105
1399,4446,2024-05-19 20:18:00,2024-05-19 22:00:00,,,11399,112
1400,2036,2024-05-19 20:21:00,2024-05-19 22:00:00,,,11400,102
1401,2389,2024-05-20 09:02:00,2024-05-20 11:02:00,,,11401,102
1402,3283,2024-05-20 10:05:00,2024-05-20 12:05:00,,,11402,102
1403,203,2024-05-20 10:15:00,2024-05-20 12:15:00,,,11403,101
1404,2720,2024-05-20 11:14:00,2024-05-20 13:14:00,,,11404,101
1405,1112,2024-05-20 11:32:00,2024-05-20 14:32:00,,,11405,108
1406,1422,2024-05-20 12:31:00,2024-05-20 16:31:00,,,11406,102
1407,4529,2024-05-20 13:47:00,2024-05-20 17:47:00,,,11407,108
1408,4239,2024-05-20 14:44:00,2024-05-20 17:44:00,,,11408,103
1409,4955,2024-05-21 08:15:00,2024-05-21 10:15:00,,,11409,106
1410,2284,2024-05-21 09:23:00,2024-05-21 11:23:00,,,11410,101
1411,2021,2024-05-21 10:40:00,2024-05-21 12:40:00,,,11411,101
1412,1181,2024-05-21 11:44:00,2024-05-21 12:44:00,,,11412,103
1413,3859,2024-05-21 15:11:00,2024-05-21 17:11:00,,,11413,107
1414,2975,2024-05-21 15:19:00,2024-05-21 17:19:00,,,11414,107
1415,3060,2024-05-21 15:30:00,2024-05-21 17:30:00,,,11415,103
1416,3699,2024-05-21 16:06:00,2024-05-21 17:06:00,,,11416,103
1417,4428,2024-05-21 19:51:00,2024-05-21 21:51:00,,,11417,107
1418,3250,2024-05-22 07:42:00,2024-05-22 08:42:00,,,11418,105
1419,1706,2024-05-22 07:58:00,2024-05-22 10:58:00,,,11419,107
1420,4558,2024-05-22 08:39:00,2024-05-22 10:39:00,,,11420,107
1421,2754,2024-05-22 09:07:00,2024-05-22 13:07:00,,,11421,110
1422,640,2024-05-22 13:56:00,2024-05-22 15:56:00,,,11422,107
1423,1863,2024-05-22 14:05:00,2024-05-22 17:05:00,,,11423,107
1424,4725,2024-05-22 14:24:00,2024-05-22 16:24:00,,,11424,101
1425,3857,2024-05-22 14:51:00,2024-05-22 16:51:00,,,11425,101
1426,3818,2024-05-22 16:11:00,2024-05-22 18:11:00,,,11426,107
1427,251,2024-05-22 17:12:00,2024-05-22 20:12:00,,,11427,101
1428,4585,2024-05-22 18:05:00,2024-05-22 21:05:00,,,11428,107
1429,2069,2024-05-22 18:26:00,2024-05-22 20:26:00,,,11429,101
1430,3108,2024-05-22 19:43:00,2024-05-22 20:43:00,,,11430,101
1431,4149,2024-05-23 07:02:00,2024-05-23 09:02:00,,,11431,102
1432,252,2024-05-23 07:59:00,2024-05-23 08:59:00,,,11432,108
1433,765,2024-05-23 09:26:00,2024-05-23 13:26:00,,,11433,102
1434,1182,2024-05-23 11:01:00,2024-05-23 12:01:00,,,11434,108
1435,3530,2024-05-23 11:33:00,2024-05-23 12:33:00,,,11435,108
1436,3450,2024-05-23 14:09:00,2024-05-23 18:09:00,,,11436,103
1437,3038,2024-05-23 15:32:00,2024-05-23 16:32:00,,,11437,107
1438,4299,2024-05-23 16:08:00,2024-05-23 19:08:00,,,11438,102
1439,581,2024-05-23 16:48:00,2024-05-23 18:48:00,,,11439,107
1440,1379,2024-05-23 18:18:00,2024-05-23 19:18:00,,,11440,107
1441,1933,2024-05-23 18:38:00,2024-05-23 20:38:00,,,11441,102
1442,4493,2024-05-23 18:59:00,2024-05-23 20:59:00,,,11442,102
1443,4071,2024-05-23 19:20:00,2024-05-23 20:20:00,,,11443,107
1444,2013,2024-05-23 20:54:00,2024-05-23 22:00:00,,,11444,103
1445,2533,2024-05-24 07:31:00,2024-05-24 10:31:00,,,11445,109
1446,4069,2024-05-24 08:00:00,2024-05-24 11:00:00,,,11446,101
1447,4963,2024-05-24 08:09:00,2024-05-24 10:09:00,,,11447,101
1448,2998,2024-05-24 08:27:00,2024-05-24 11:27:00,,,11448,106
1449,4585,2024-05-24 08:29:00,2024-05-24 10:29:00,,,11449,106
1450,1479,2024-05-24 09:15:00,2024-05-24 12:15:00,,,11450,101
1451,433,2024-05-24 10:22:00,2024-05-24 11:22:00,,,11451,101
1452,734,2024-05-24 10:57:00,2024-05-24 11:57:00,,,11452,109
1453,1874,2024-05-24 11:34:00,2024-05-24 14:34:00,,,11453,101
1454,1753,2024-05-24 12:37:00,2024-05-24 15:37:00,,,11454,101
1455,104,2024-05-24 13:17:00,2024-05-24 15:17:00,,,11455,109
1456,2877,2024-05-24 13:20:00,2024-05-24 14:20:00,,,11456,101
1457,2370,2024-05-24 15:29:00,2024-05-24 17:29:00,,,11457,101
1458,986,2024-05-24 15:30:00,2024-05-24 17:30:00,,,11458,104
1459,1078,2024-05-24 16:22:00,2024-05-24 19:22:00,,,11459,104
1460,4177,2024-05-24 16:24:00,2024-05-24 20:24:00,,,11460,110
1461,4093,2024-05-24 16:38:00,2024-05-24 17:38:00,,,11461,104
1462,3467,2024-05-24 18:30:00,2024-05-24 19:30:00,,,11462,104
1463,4666,2024-05-24 19:23:00,2024-05-24 21:23:00,,,11463,110
1464,2088,2024-05-24 19:29:00,2024-05-24 20:29:00,,,11464,110
1465,3849,2024-05-25 07:14:00,2024-05-25 11:14:00,,,11465,105
1466,2805,2024-05-25 08:22:00,2024-05-25 11:22:00,,,11466,106
1467,1644,2024-05-25 08:24:00,2024-05-25 11:24:00,,,11467,106
1468,3240,2024-05-25 08:50:00,2024-05-25 09:50:00,,,11468,111
1469,1132,2024-05-25 09:51:00,2024-05-25 11:51:00,,,11469,106
1470,413,2024-05-25 09:59:00,2024-05-25 12:59:00,,,11470,105
1471,1319,2024-05-25 11:19:00,2024-05-25 12:19:00,,,11471,111
1472,2185,2024-05-25 11:27:00,2024-05-25 14:27:00,,,11472,111
1473,2369,2024-05-25 11:48:00,2024-05-25 13:48:00,,,11473,111
1474,437,2024-05-25 12:39:00,2024-05-25 15:39:00,,,11474,106
1475,1676,2024-05-25 13:04:00,2024-05-25 15:04:00,,,11475,105
1476,3898,2024-05-25 13:20:00,2024-05-25 15:20:00,,,11476,106
1477,1064,2024-05-25 14:26:00,2024-05-25 15:26:00,,,11477,106
