p_id,p_type,p_date,p_amount,p_c_id,p_e_id
11246,Credit Card,2024-05-12 14:09:00,,4286,107
11247,Cash,2024-05-12 14:34:00,,3120,107
11248,Credit Card,2024-05-12 14:48:00,,4511,107
11249,Credit Card,2024-05-12 15:10:00,,3316,105
11250,Credit Card,2024-05-12 15:23:00,,4312,107
11251,Credit Card,2024-05-12 15:27:00,,1655,108
11252,Credit Card,2024-05-12 16:07:00,,3053,105
11253,Credit Card,2024-05-12 17:09:00,,1428,108
11254,Credit Card,2024-05-12 17:12:00,,2,107
11255,Online,2024-05-12 17:22:00,,3384,108
11256,Credit Card,2024-05-12 18:08:00,,443,105
11257,Credit Card,2024-05-12 18:11:00,,4482,105
11258,Credit Card,2024-05-12 18:21:00,,4351,107
11259,Credit Card,2024-05-12 18:25:00,,1363,105
11260,Online,2024-05-12 18:53:00,,2147,105
11261,Credit Card,2024-05-12 20:20:00,,428,108
11262,Online,2024-05-12 20:31:00,,2871,108
11263,Credit Card,2024-05-12 20:37:00,,4356,108
11264,Credit Card,2024-05-13 08:15:00,,2318,112
11265,Credit Card,2024-05-13 11:06:00,,2555,102
11266,Credit Card,2024-05-13 12:05:00,,3190,104
11267,Credit Card,2024-05-13 14:56:00,,280,111
11268,Credit Card,2024-05-13 15:57:00,,4578,108
11269,Cash,2024-05-13 18:05:00,,1295,111
11270,Credit Card,2024-05-13 18:08:00,,1450,111
11271,Credit Card,2024-05-13 19:08:00,,63,104
11272,Credit Card,2024-05-14 08:02:00,,2883,102
11273,Credit Card,2024-05-14 09:55:00,,3371,105
11274,Online,2024-05-14 11:46:00,,3808,105
11275,Credit Card,2024-05-14 13:25:00,,733,109
11276,Online,2024-05-14 13:53:00,,304,109
11277,Credit Card,2024-05-14 15:49:00,,2723,105
11278,Credit Card,2024-05-14 16:56:00,,4428,103
11279,Credit Card,2024-05-14 17:20:00,,106,105
11280,Credit Card,2024-05-14 18:03:00,,1902,105
11281,Credit Card,2024-05-14 18:41:00,,4085,103
11282,Credit Card,2024-05-15 07:35:00,,4234,103
11283,Credit Card,2024-05-15 08:33:00,,1388,105
11284,Credit Card,2024-05-15 09:06:00,,3313,105
11285,Credit Card,2024-05-15 10:18:00,,2081,103
11286,Credit Card,2024-05-15 10:32:00,,2542,111
11287,Cash,2024-05-15 11:31:00,,3019,111
11288,Credit Card,2024-05-15 11:35:00,,2523,111
11289,Cash,2024-05-15 14:43:00,,102,109
11290,Cash,2024-05-15 15:16:00,,2266,109
11291,Credit Card,2024-05-15 16:03:00,,3575,111
11292,Credit Card,2024-05-15 16:50:00,,1748,111
11293,Credit Card,2024-05-15 16:57:00,,1033,109
11294,Credit Card,2024-05-15 18:19:00,,1695,109
11295,Credit Card,2024-05-15 20:56:00,,2104,109
11296,Credit Card,2024-05-16 07:28:00,,3552,107
11297,Credit Card,2024-05-16 07:45:00,,3026,101
11298,Cash,2024-05-16 09:03:00,,940,107
11299,Credit Card,2024-05-16 10:06:00,,3764,111
11300,Credit Card,2024-05-16 10:27:00,,3896,111
11301,Cash,2024-05-16 10:31:00,,2642,101
11302,Credit Card,2024-05-16 10:46:00,,3837,107
11303,Credit Card,2024-05-16 12:08:00,,4060,111
11304,Credit Card,2024-05-16 12:47:00,,554,101
11305,Online,2024-05-16 14:08:00,,4122,101
11306,Credit Card,2024-05-16 14:13:00,,581,101
11307,Credit Card,2024-05-16 14:37:00,,4929,103
11308,Cash,2024-05-16 14:45:00,,458,106
11309,Credit Card,2024-05-16 17:43:00,,3134,101
11310,Credit Card,2024-05-16 18:41:00,,368,106
11311,Cash,2024-05-16 19:08:00,,3545,103
11312,Credit Card,2024-05-16 20:03:00,,2022,101
11313,Online,2024-05-16 20:33:00,,707,103
11314,Credit Card,2024-05-17 08:04:00,,3845,109
11315,Credit Card,2024-05-17 08:09:00,,2377,110
11316,Credit Card,2024-05-17 08:41:00,,3992,110
11317,Credit Card,2024-05-17 08:45:00,,1940,110
11318,Credit Card,2024-05-17 09:01:00,,1558,109
11319,Credit Card,2024-05-17 09:01:00,,3761,102
11320,Cash,2024-05-17 09:57:00,,313,102
11321,Credit Card,2024-05-17 09:57:00,,1100,102
11322,Credit Card,2024-05-17 10:00:00,,2339,110
11323,Credit Card,2024-05-17 10:04:00,,128,110
11324,Credit Card,2024-05-17 11:36:00,,546,110
11325,Credit Card,2024-05-17 11:54:00,,4597,102
11326,Credit Card,2024-05-17 12:10:00,,4523,110
11327,Credit Card,2024-05-17 14:44:00,,3118,102
11328,Credit Card,2024-05-17 14:45:00,,2991,102
11329,Credit Card,2024-05-17 15:16:00,,2380,108
11330,Credit Card,2024-05-17 15:29:00,,3248,106
11331,Credit Card,2024-05-17 16:10:00,,2871,102
11332,Credit Card,2024-05-17 17:21:00,,4569,106
11333,Credit Card,2024-05-17 18:09:00,,3430,106
11334,Cash,2024-05-17 18:48:00,,2808,108
11335,Credit Card,2024-05-17 18:55:00,,184,106
11336,Credit Card,2024-05-17 20:05:00,,4105,106
11337,Credit Card,2024-05-18 07:03:00,,1223,101
11338,Credit Card,2024-05-18 07:19:00,,3537,110
11339,Credit Card,2024-05-18 07:26:00,,3849,101
11340,Credit Card,2024-05-18 07:57:00,,893,110
11341,Online,2024-05-18 08:27:00,,260,110
11342,Credit Card,2024-05-18 08:37:00,,42,110
11343,Credit Card,2024-05-18 10:02:00,,1405,104
11344,Credit Card,2024-05-18 11:19:00,,1645,104
11345,Credit Card,2024-05-18 12:31:00,,1904,101
11346,Credit Card,2024-05-18 12:32:00,,1025,110
11347,Credit Card,2024-05-18 12:59:00,,1431,110
11348,Credit Card,2024-05-18 13:10:00,,4780,110
11349,Credit Card,2024-05-18 13:24:00,,1707,110
11350,Credit Card,2024-05-18 13:25:00,,2564,110
11351,Credit Card,2024-05-18 13:45:00,,3158,104
11352,Cash,2024-05-18 13:56:00,,2064,110
11353,Credit Card,2024-05-18 14:43:00,,3575,112
11354,Credit Card,2024-05-18 15:02:00,,1918,105
11355,Cash,2024-05-18 15:51:00,,2176,105
11356,Cash,2024-05-18 16:13:00,,3102,105
11357,Credit Card,2024-05-18 16:18:00,,3222,101
11358,Credit Card,2024-05-18 17:19:00,,2947,101
11359,Credit Card,2024-05-18 17:27:00,,1046,112
11360,Credit Card,2024-05-18 17:35:00,,1066,105
11361,Credit Card,2024-05-18 17:38:00,,2564,105
11362,Cash,2024-05-18 18:20:00,,1993,101
11363,Credit Card,2024-05-18 18:47:00,,3299,112
11364,Credit Card,2024-05-18 18:55:00,,3282,105
11365,Credit Card,2024-05-18 18:57:00,,1349,101
11366,Credit Card,2024-05-18 19:59:00,,3324,105
11367,Credit Card,2024-05-18 20:31:00,,1720,112
11368,Cash,2024-05-18 20:34:00,,4753,105
11369,Credit Card,2024-05-18 20:44:00,,1067,105
11370,Credit Card,2024-05-19 07:02:00,,1667,103
11371,Cash,2024-05-19 07:29:00,,2957,103
11372,Credit Card,2024-05-19 08:29:00,,265,103
11373,Online,2024-05-19 09:03:00,,1479,107
11374,Credit Card,2024-05-19 09:17:00,,3367,107
11375,Credit Card,2024-05-19 10:40:00,,2745,112
11376,Credit Card,2024-05-19 11:29:00,,3966,103
11377,Credit Card,2024-05-19 11:56:00,,4531,112
11378,Credit Card,2024-05-19 12:28:00,,4032,112
11379,Online,2024-05-19 13:02:00,,3374,103
11380,Credit Card,2024-05-19 13:24:00,,2103,107
11381,Credit Card,2024-05-19 13:34:00,,1152,112
11382,Cash,2024-05-19 13:36:00,,1955,112
11383,Credit Card,2024-05-19 13:38:00,,2880,112
11384,Credit Card,2024-05-19 13:54:00,,632,107
11385,Credit Card,2024-05-19 14:07:00,,1259,105
11386,Credit Card,2024-05-19 14:21:00,,3389,105
11387,Credit Card,2024-05-19 15:11:00,,1927,105
11388,Credit Card,2024-05-19 15:19:00,,4610,105
11389,Credit Card,2024-05-19 15:50:00,,3130,112
11390,Credit Card,2024-05-19 16:28:00,,3663,102
11391,Credit Card,2024-05-19 16:59:00,,2007,102
11392,Credit Card,2024-05-19 17:00:00,,4094,105
11393,Credit Card,2024-05-19 17:33:00,,1443,102
11394,Credit Card,2024-05-19 18:17:00,,2202,105
11395,Online,2024-05-19 19:07:00,,4152,112
11396,Credit Card,2024-05-19 19:37:00,,4833,105
11397,Credit Card,2024-05-19 19:56:00,,4865,112
11398,Credit Card,2024-05-19 20:13:00,,4313,105
11399,Cash,2024-05-19 20:18:00,,4446,112
11400,Credit Card,2024-05-19 20:21:00,,2036,102
11401,Cash,2024-05-20 09:02:00,,2389,102
11402,Credit Card,2024-05-20 10:05:00,,3283,102
11403,Credit Card,2024-05-20 10:15:00,,203,101
11404,Credit Card,2024-05-20 11:14:00,,2720,101
11405,Credit Card,2024-05-20 11:32:00,,1112,108
11406,Cash,2024-05-20 12:31:00,,1422,102
11407,Credit Card,2024-05-20 13:47:00,,4529,108
11408,Credit Card,2024-05-20 14:44:00,,4239,103
11409,Cash,2024-05-21 08:15:00,,4955,106
11410,Credit Card,2024-05-21 09:23:00,,2284,101
11411,Credit Card,2024-05-21 10:40:00,,2021,101
11412,Credit Card,2024-05-21 11:44:00,,1181,103
11413,Cash,2024-05-21 15:11:00,,3859,107
11414,Credit Card,2024-05-21 15:19:00,,2975,107
11415,Credit Card,2024-05-21 15:30:00,,3060,103
11416,Online,2024-05-21 16:06:00,,3699,103
11417,Credit Card,2024-05-21 19:51:00,,4428,107
11418,Credit Card,2024-05-22 07:42:00,,3250,105
11419,Credit Card,2024-05-22 07:58:00,,1706,107
11420,Credit Card,2024-05-22 08:39:00,,4558,107
11421,Credit Card,2024-05-22 09:07:00,,2754,110
11422,Credit Card,2024-05-22 13:56:00,,640,107
11423,Cash,2024-05-22 14:05:00,,1863,107
11424,Credit Card,2024-05-22 14:24:00,,4725,101
11425,Credit Card,2024-05-22 14:51:00,,3857,101
11426,Credit Card,2024-05-22 16:11:00,,3818,107
11427,Credit Card,2024-05-22 17:12:00,,251,101
11428,Credit Card,2024-05-22 18:05:00,,4585,107
11429,Credit Card,2024-05-22 18:26:00,,2069,101
11430,Credit Card,2024-05-22 19:43:00,,3108,101
11431,Credit Card,2024-05-23 07:02:00,,4149,102
11432,Credit Card,2024-05-23 07:59:00,,252,108
11433,Online,2024-05-23 09:26:00,,765,102
11434,Online,2024-05-23 11:01:00,,1182,108
11435,Cash,2024-05-23 11:33:00,,3530,108
11436,Credit Card,2024-05-23 14:09:00,,3450,103
11437,Credit Card,2024-05-23 15:32:00,,3038,107
11438,Credit Card,2024-05-23 16:08:00,,4299,102
11439,Cash,2024-05-23 16:48:00,,581,107
11440,Cash,2024-05-23 18:18:00,,1379,107
11441,Cash,2024-05-23 18:38:00,,1933,102
11442,Credit Card,2024-05-23 18:59:00,,4493,102
11443,Credit Card,2024-05-23 19:20:00,,4071,107
11444,Online,2024-05-23 20:54:00,,2013,103
11445,Credit Card,2024-05-24 07:31:00,,2533,109
11446,Credit Card,2024-05-24 08:00:00,,4069,101
11447,Credit Card,2024-05-24 08:09:00,,4963,101
11448,Credit Card,2024-05-24 08:27:00,,2998,106
11449,Credit Card,2024-05-24 08:29:00,,4585,106
11450,Credit Card,2024-05-24 09:15:00,,1479,101
11451,Credit Card,2024-05-24 10:22:00,,433,101
11452,Credit Card,2024-05-24 10:57:00,,734,109
11453,Credit Card,2024-05-24 11:34:00,,1874,101
11454,Credit Card,2024-05-24 12:37:00,,1753,101
11455,Cash,2024-05-24 13:17:00,,104,109
11456,Credit Card,2024-05-24 13:20:00,,2877,101
11457,Credit Card,2024-05-24 15:29:00,,2370,101
11458,Credit Card,2024-05-24 15:30:00,,986,104
11459,Credit Card,2024-05-24 16:22:00,,1078,104
11460,Cash,2024-05-24 16:24:00,,4177,110
11461,Credit Card,2024-05-24 16:38:00,,4093,104
11462,Credit Card,2024-05-24 18:30:00,,3467,104
11463,Credit Card,2024-05-24 19:23:00,,4666,110
11464,Credit Card,2024-05-24 19:29:00,,2088,110
11465,Online,2024-05-25 07:14:00,,3849,105
11466,Cash,2024-05-25 08:22:00,,2805,106
11467,Credit Card,2024-05-25 08:24:00,,1644,106
11468,Credit Card,2024-05-25 08:50:00,,3240,111
11469,Credit Card,2024-05-25 09:51:00,,1132,106
11470,Cash,2024-05-25 09:59:00,,413,105
11471,Credit Card,2024-05-25 11:19:00,,1319,111
11472,Credit Card,2024-05-25 11:27:00,,2185,111
11473,Credit Card,2024-05-25 11:48:00,,2369,111
11474,Credit Card,2024-05-25 12:39:00,,437,106
11475,Credit Card,2024-05-25 13:04:00,,1676,105
11476,Credit Card,2024-05-25 13:20:00,,3898,106
11477,Credit Card,2024-05-25 14:26:00,,1064,106
11478,Credit Card,2024-05-25 14:47:00,,1178,106
11479,Credit Card,2024-05-25 14:50:00,,1209,108
11480,Credit Card,2024-05-25 15:23:00,,1738,108
11481,Credit Card,2024-05-25 17:51:00,,4152,108
11482,Online,2024-05-25 17:57:00,,1856,101
11483,Credit Card,2024-05-25 18:23:00,,4088,101
11484,Credit Card,2024-05-25 18:40:00,,1388,106
11485,Credit Card,2024-05-25 18:56:00,,2076,106
11486,Credit Card,2024-05-25 19:12:00,,4096,101
11487,Credit Card,2024-05-25 19:31:00,,2295,106
11488,Cash,2024-05-25 19:37:00,,2223,106
11489,Credit Card,2024-05-25 19:41:00,,1122,106
11490,Credit Card,2024-05-25 19:47:00,,363,106
11491,Credit Card,2024-05-25 20:16:00,,1903,101
11492,Credit Card,2024-05-25 20:22:00,,3051,106
11493,Credit Card,2024-05-25 20:46:00,,497,106
11494,Credit Card,2024-05-26 07:29:00,,2161,104
11495,Credit Card,2024-05-26 07:36:00,,3060,112
11496,Credit Card,2024-05-26 08:05:00,,946,104
11497,Credit Card,2024-05-26 08:18:00,,3044,112
11498,Credit Card,2024-05-26 08:39:00,,4701,106
11499,Online,2024-05-26 09:11:00,,4308,106
11500,Credit Card,2024-05-26 09:21:00,,391,104
11501,Credit Card,2024-05-26 10:02:00,,3944,112
11502,Credit Card,2024-05-26 10:06:00,,2904,104
11503,Online,2024-05-26 10:57:00,,3513,106
11504,Online,2024-05-26 11:03:00,,3945,104
11505,Credit Card,2024-05-26 13:14:00,,2465,106
11506,Credit Card,2024-05-26 13:18:00,,3664,104
11507,Credit Card,2024-05-26 13:23:00,,2155,112
11508,Credit Card,2024-05-26 14:08:00,,1553,103
11509,Credit Card,2024-05-26 14:30:00,,3262,112
11510,Credit Card,2024-05-26 14:51:00,,661,103
11511,Credit Card,2024-05-26 14:55:00,,270,112
11512,Credit Card,2024-05-26 17:20:00,,125,112
11513,Credit Card,2024-05-26 18:35:00,,626,103
11514,Credit Card,2024-05-26 18:37:00,,473,103
11515,Credit Card,2024-05-26 19:20:00,,2755,112
11516,Online,2024-05-26 19:27:00,,1680,112
11517,Cash,2024-05-26 20:21:00,,3642,103
11518,Credit Card,2024-05-26 20:25:00,,3397,103
11519,Credit Card,2024-05-27 09:10:00,,2082,111
11520,Credit Card,2024-05-27 09:54:00,,3504,111
11521,Credit Card,2024-05-27 11:50:00,,141,111
11522,Credit Card,2024-05-27 15:36:00,,1566,106
11523,Cash,2024-05-27 15:55:00,,276,102
11524,Cash,2024-05-27 17:23:00,,4964,102
11525,Online,2024-05-27 19:55:00,,1794,106
11526,Online,2024-05-27 20:28:00,,58,102
11527,Credit Card,2024-05-28 11:24:00,,1633,102
11528,Credit Card,2024-05-28 12:05:00,,1614,112
11529,Credit Card,2024-05-28 12:07:00,,4083,112
11530,Credit Card,2024-05-28 13:22:00,,4901,106
11531,Credit Card,2024-05-28 14:29:00,,4507,106
11532,Cash,2024-05-28 15:13:00,,876,110
11533,Credit Card,2024-05-28 17:59:00,,357,106
11534,Online,2024-05-28 19:25:00,,1902,105
11535,Credit Card,2024-05-29 08:41:00,,1692,109
11536,Credit Card,2024-05-29 11:05:00,,1819,109
11537,Credit Card,2024-05-29 13:41:00,,1544,101
11538,Cash,2024-05-29 13:59:00,,4809,108
11539,Credit Card,2024-05-29 16:47:00,,4748,112
11540,Credit Card,2024-05-29 17:13:00,,2518,104
11541,Online,2024-05-29 17:39:00,,3477,112
11542,Credit Card,2024-05-29 18:26:00,,1516,101
11543,Credit Card,2024-05-29 20:27:00,,1626,101
11544,Online,2024-05-29 20:31:00,,4039,112
11545,Online,2024-05-29 20:54:00,,3819,104
11546,Cash,2024-05-30 10:12:00,,1454,101
11547,Credit Card,2024-05-30 10:31:00,,461,101
11548,Credit Card,2024-05-30 10:52:00,,1022,104
11549,Online,2024-05-30 14:58:00,,1609,108
11550,Credit Card,2024-05-30 15:09:00,,1588,101
11551,Cash,2024-05-30 15:58:00,,2609,101
11552,Cash,2024-05-30 16:39:00,,4555,108
11553,Credit Card,2024-05-30 17:27:00,,3892,108
11554,Online,2024-05-30 17:34:00,,3796,108
11555,Credit Card,2024-05-30 17:43:00,,3585,101
11556,Credit Card,2024-05-30 19:53:00,,981,111
11557,Credit Card,2024-05-30 19:59:00,,2960,101
11558,Credit Card,2024-05-30 20:12:00,,1476,101
11559,Credit Card,2024-05-30 20:31:00,,3607,108
11560,Credit Card,2024-05-30 20:59:00,,870,111
11561,Cash,2024-05-31 07:08:00,,2806,101
11562,Credit Card,2024-05-31 07:41:00,,3123,101
11563,Credit Card,2024-05-31 08:00:00,,1826,112
11564,Credit Card,2024-05-31 09:15:00,,3081,101
11565,Credit Card,2024-05-31 09:32:00,,4613,112
11566,Credit Card,2024-05-31 10:30:00,,1187,107
11567,Credit Card,2024-05-31 10:41:00,,2301,101
11568,Credit Card,2024-05-31 10:56:00,,2,107
11569,Credit Card,2024-05-31 11:38:00,,3380,107
11570,Credit Card,2024-05-31 12:36:00,,61,112
11571,Credit Card,2024-05-31 12:55:00,,646,112
11572,Online,2024-05-31 13:01:00,,106,101
11573,Credit Card,2024-05-31 13:37:00,,624,107
11574,Credit Card,2024-05-31 14:20:00,,3566,104
11575,Credit Card,2024-05-31 14:25:00,,1145,104
11576,Credit Card,2024-05-31 15:35:00,,2145,103
11577,Online,2024-05-31 18:40:00,,4910,107
11578,Credit Card,2024-05-31 19:16:00,,4303,107
11579,Credit Card,2024-05-31 19:26:00,,4796,104
11580,Credit Card,2024-05-31 20:09:00,,3877,103
11581,Cash,2024-05-31 20:38:00,,3724,107
11582,Credit Card,2024-05-31 20:48:00,,3266,107
11583,Credit Card,2024-06-01 07:23:00,,1846,102
11584,Credit Card,2024-06-01 07:27:00,,578,106
11585,Credit Card,2024-06-01 07:37:00,,992,106
11586,Cash,2024-06-01 07:52:00,,770,108
11587,Credit Card,2024-06-01 07:59:00,,869,108
11588,Credit Card,2024-06-01 08:00:00,,4591,106
11589,Credit Card,2024-06-01 08:07:00,,1517,106
11590,Online,2024-06-01 08:21:00,,1701,106
11591,Credit Card,2024-06-01 08:23:00,,2271,106
11592,Credit Card,2024-06-01 08:54:00,,748,106
11593,Credit Card,2024-06-01 09:03:00,,1422,102
11594,Credit Card,2024-06-01 09:33:00,,1870,106
11595,Credit Card,2024-06-01 09:43:00,,2595,102
11596,Credit Card,2024-06-01 10:09:00,,4861,102
11597,Cash,2024-06-01 10:32:00,,4471,106
11598,Credit Card,2024-06-01 10:40:00,,3297,106
11599,Credit Card,2024-06-01 11:28:00,,1488,106
11600,Credit Card,2024-06-01 11:33:00,,2617,106
11601,Cash,2024-06-01 11:56:00,,3970,106
11602,Credit Card,2024-06-01 12:04:00,,3889,106
11603,Credit Card,2024-06-01 12:35:00,,3491,108
11604,Credit Card,2024-06-01 12:36:00,,992,108
11605,Credit Card,2024-06-01 13:09:00,,313,108
11606,Credit Card,2024-06-01 13:32:00,,3650,102
11607,Cash,2024-06-01 13:40:00,,2886,108
11608,Credit Card,2024-06-01 13:42:00,,4218,108
11609,Credit Card,2024-06-01 13:46:00,,1854,108
11610,Cash,2024-06-01 14:07:00,,1505,102
11611,Credit Card,2024-06-01 14:48:00,,243,111
11612,Credit Card,2024-06-01 14:52:00,,2325,102
11613,Credit Card,2024-06-01 14:52:00,,1397,111
11614,Credit Card,2024-06-01 14:57:00,,4477,111
11615,Online,2024-06-01 15:16:00,,3615,102
11616,Credit Card,2024-06-01 15:43:00,,3655,111
11617,Credit Card,2024-06-01 15:46:00,,823,111
11618,Credit Card,2024-06-01 15:47:00,,3605,101
11619,Credit Card,2024-06-01 16:32:00,,2415,102
11620,Credit Card,2024-06-01 16:33:00,,2398,111
11621,Credit Card,2024-06-01 16:47:00,,4499,101
11622,Credit Card,2024-06-01 17:35:00,,702,101
11623,Credit Card,2024-06-01 17:54:00,,4042,101
11624,Credit Card,2024-06-01 17:54:00,,3481,102
11625,Credit Card,2024-06-01 17:58:00,,2334,102
11626,Credit Card,2024-06-01 18:22:00,,467,102
11627,Credit Card,2024-06-01 18:28:00,,246,102
11628,Credit Card,2024-06-01 19:00:00,,721,111
11629,Credit Card,2024-06-01 19:20:00,,4486,102
11630,Credit Card,2024-06-01 19:29:00,,4240,101
11631,Online,2024-06-01 20:09:00,,4726,101
11632,Credit Card,2024-06-01 20:10:00,,9,101
11633,Credit Card,2024-06-02 08:02:00,,777,101
11634,Credit Card,2024-06-02 08:05:00,,2923,109
11635,Credit Card,2024-06-02 08:46:00,,3844,103
11636,Credit Card,2024-06-02 08:59:00,,3939,109
11637,Credit Card,2024-06-02 09:00:00,,1474,103
11638,Cash,2024-06-02 09:34:00,,2435,103
11639,Credit Card,2024-06-02 09:41:00,,150,109
11640,Credit Card,2024-06-02 09:43:00,,1105,103
11641,Credit Card,2024-06-02 10:18:00,,3602,101
11642,Credit Card,2024-06-02 10:27:00,,1903,101
11643,Credit Card,2024-06-02 10:42:00,,375,101
11644,Credit Card,2024-06-02 10:43:00,,1300,101
11645,Credit Card,2024-06-02 11:03:00,,310,103
11646,Credit Card,2024-06-02 11:07:00,,546,109
11647,Credit Card,2024-06-02 11:18:00,,2354,101
11648,Credit Card,2024-06-02 11:51:00,,223,103
11649,Credit Card,2024-06-02 11:58:00,,2880,103
11650,Credit Card,2024-06-02 12:05:00,,3055,101
11651,Credit Card,2024-06-02 12:24:00,,1790,109
11652,Cash,2024-06-02 13:05:00,,3777,109
11653,Online,2024-06-02 13:22:00,,865,101
11654,Cash,2024-06-02 14:07:00,,2524,101
11655,Credit Card,2024-06-02 14:34:00,,3097,111
11656,Credit Card,2024-06-02 14:50:00,,4035,111
11657,Credit Card,2024-06-02 15:15:00,,4997,111
11658,Credit Card,2024-06-02 15:40:00,,249,111
11659,Online,2024-06-02 16:05:00,,4799,101
11660,Credit Card,2024-06-02 16:30:00,,3569,106
11661,Credit Card,2024-06-02 16:39:00,,2846,111
11662,Cash,2024-06-02 17:21:00,,4236,101
11663,Credit Card,2024-06-02 17:48:00,,735,106
11664,Credit Card,2024-06-02 17:51:00,,2625,106
11665,Cash,2024-06-02 18:03:00,,1209,101
11666,Credit Card,2024-06-02 18:20:00,,1569,101
11667,Cash,2024-06-02 18:30:00,,3587,101
11668,Credit Card,2024-06-02 18:41:00,,3349,111
11669,Online,2024-06-02 19:26:00,,435,111
11670,Credit Card,2024-06-02 19:52:00,,1811,106
11671,Cash,2024-06-02 20:00:00,,974,101
11672,Credit Card,2024-06-02 20:09:00,,43,111
11673,Credit Card,2024-06-02 20:17:00,,947,106
11674,Credit Card,2024-06-02 20:28:00,,3877,101
11675,Credit Card,2024-06-02 20:57:00,,3245,106
11676,Credit Card,2024-06-03 07:25:00,,2449,111
11677,Credit Card,2024-06-03 09:55:00,,35,111
11678,Cash,2024-06-03 11:20:00,,1263,106
11679,Credit Card,2024-06-03 11:52:00,,3233,106
11680,Credit Card,2024-06-03 12:21:00,,2939,106
11681,Credit Card,2024-06-03 13:20:00,,2424,111
11682,Cash,2024-06-03 13:20:00,,2912,109
11683,Credit Card,2024-06-03 15:30:00,,4087,109
11684,Credit Card,2024-06-03 16:13:00,,705,109
11685,Credit Card,2024-06-03 18:30:00,,1108,108
11686,Credit Card,2024-06-03 20:56:00,,4990,112
11687,Online,2024-06-04 07:03:00,,959,106
11688,Credit Card,2024-06-04 07:24:00,,150,108
11689,Cash,2024-06-04 08:57:00,,1359,106
11690,Cash,2024-06-04 09:36:00,,759,109
11691,Credit Card,2024-06-04 10:37:00,,1710,108
11692,Online,2024-06-04 14:03:00,,134,105
11693,Credit Card,2024-06-04 14:07:00,,3114,105
11694,Credit Card,2024-06-04 15:48:00,,2664,105
11695,Credit Card,2024-06-04 16:58:00,,4076,105
11696,Credit Card,2024-06-04 17:08:00,,2852,104
11697,Online,2024-06-04 18:23:00,,109,105
11698,Credit Card,2024-06-04 19:43:00,,2246,109
11699,Credit Card,2024-06-04 20:14:00,,2729,109
11700,Cash,2024-06-05 07:54:00,,208,111
11701,Online,2024-06-05 08:20:00,,4670,107
11702,Credit Card,2024-06-05 09:15:00,,2891,111
11703,Online,2024-06-05 10:44:00,,4549,111
11704,Credit Card,2024-06-05 11:39:00,,3951,107
11705,Credit Card,2024-06-05 11:44:00,,4749,104
11706,Credit Card,2024-06-05 11:58:00,,1737,107
11707,Credit Card,2024-06-05 12:20:00,,1176,111
11708,Credit Card,2024-06-05 12:59:00,,1303,107
11709,Credit Card,2024-06-05 13:47:00,,2682,107
11710,Credit Card,2024-06-05 14:31:00,,871,111
11711,Cash,2024-06-05 16:38:00,,1033,111
11712,Credit Card,2024-06-05 16:49:00,,2959,105
11713,Credit Card,2024-06-05 18:07:00,,454,108
11714,Credit Card,2024-06-05 19:30:00,,3917,105
11715,Credit Card,2024-06-05 19:31:00,,70,108
11716,Credit Card,2024-06-05 20:01:00,,133,108
11717,Credit Card,2024-06-05 20:15:00,,4706,108
11718,Credit Card,2024-06-06 07:02:00,,2396,111
11719,Credit Card,2024-06-06 07:51:00,,4448,104
11720,Credit Card,2024-06-06 09:49:00,,2986,106
11721,Credit Card,2024-06-06 10:19:00,,1897,111
11722,Credit Card,2024-06-06 11:08:00,,3402,106
11723,Credit Card,2024-06-06 11:50:00,,4709,111
11724,Credit Card,2024-06-06 11:58:00,,1676,111
11725,Cash,2024-06-06 12:00:00,,3302,111
11726,Cash,2024-06-06 12:03:00,,1819,106
11727,Cash,2024-06-06 12:09:00,,1837,111
11728,Online,2024-06-06 12:42:00,,736,111
11729,Credit Card,2024-06-06 13:20:00,,1557,104
11730,Cash,2024-06-06 13:49:00,,1726,111
11731,Credit Card,2024-06-06 13:53:00,,285,111
11732,Credit Card,2024-06-06 14:00:00,,3928,101
11733,Credit Card,2024-06-06 17:13:00,,2669,101
11734,Cash,2024-06-06 18:06:00,,99,108
11735,Cash,2024-06-06 18:16:00,,3122,111
11736,Credit Card,2024-06-06 19:23:00,,848,101
11737,Credit Card,2024-06-06 19:43:00,,1658,108
11738,Credit Card,2024-06-06 19:50:00,,4473,108
11739,Credit Card,2024-06-06 19:56:00,,2953,101
11740,Credit Card,2024-06-06 20:17:00,,4202,108
11741,Credit Card,2024-06-06 20:20:00,,790,108
11742,Credit Card,2024-06-06 20:39:00,,2336,111
11743,Cash,2024-06-07 07:23:00,,2276,102
11744,Credit Card,2024-06-07 07:57:00,,2365,105
11745,Cash,2024-06-07 08:16:00,,1447,105
11746,Credit Card,2024-06-07 09:35:00,,2798,102
11747,Credit Card,2024-06-07 09:53:00,,3419,110
11748,Credit Card,2024-06-07 10:13:00,,23,105
11749,Online,2024-06-07 10:14:00,,3852,110
11750,Credit Card,2024-06-07 10:18:00,,1904,110
11751,Credit Card,2024-06-07 10:52:00,,842,102
11752,Cash,2024-06-07 11:45:00,,992,110
11753,Credit Card,2024-06-07 11:53:00,,4109,110
11754,Credit Card,2024-06-07 12:17:00,,1450,110
11755,Credit Card,2024-06-07 12:54:00,,906,110
11756,Online,2024-06-07 13:21:00,,2853,102
11757,Credit Card,2024-06-07 14:19:00,,241,110
