r_id,b_id
1896,109
1897,413
1897,605
1898,302
1899,414
1899,214
1900,207
1900,511
1900,121
1900,510
1900,217
1901,312
1901,413
1901,602
1901,211
1902,126
1903,117
1904,514
1904,203
1905,205
1906,410
1907,104
1908,209
1909,304
1910,310
1910,103
1910,108
1911,603
1911,508
1911,401
1912,123
1913,111
1914,102
1915,213
1916,212
1916,512
1917,119
1918,203
1919,304
1920,403
1921,116
1921,509
1921,401
1922,204
1922,110
1923,507
1923,122
1923,313
1924,112
1925,127
1925,415
1925,214
1926,309
1927,206
1928,503
1928,102
1929,506
1929,126
1930,302
1930,106
1931,301
1931,411
1931,104
1931,410
1932,508
1932,101
1933,604
1934,601
1934,405
1935,307
1935,502
1935,124
1936,210
1937,204
1937,313
1938,121
1938,513
1938,310
1939,106
1939,216
1940,107
1940,112
1941,124
1942,107
1943,108
1944,127
1945,408
1946,506
1946,130
1947,213
1948,314
1949,510
1950,118
1951,512
1952,210
1953,104
1953,315
1954,109
1954,115
1955,121
1956,214
1957,115
1957,505
1958,109
1959,603
1959,401
1960,119
1960,501
1960,209
1960,105
1961,217
1962,109
1962,104
1963,207
1963,301
1964,407
1964,514
1964,201
1965,515
1966,213
1966,601
1966,126
1967,309
1968,130
1968,120
1969,208
1970,117
1971,307
1971,121
1972,129
1972,512
1973,504
1974,203
1974,415
1974,217
1975,302
1975,218
1976,410
1976,311
1977,205
1978,109
1979,404
1980,310
1981,111
1982,215
1983,117
1983,112
1984,126
1984,113
1985,405
1986,411
1986,315
1987,213
1987,206
1988,130
1989,124
1989,114
1990,117
1990,121
1991,214
1992,216
1993,315
1994,110
1995,305
1996,407
1997,214
1997,308
1998,219
1998,212
1999,113
1999,507
2000,509
2001,411
2001,309
2002,207
2003,403
2004,503
2005,204
2005,209
2006,129
2006,102
2007,603
2008,513
2008,104
2009,414
2009,117
2010,505
2010,504
2011,406
2011,209
2011,509
2012,103
2013,415
2013,213
2014,124
2015,123
2016,219
2017,409
2017,109
2018,117
2019,220
2019,204
2019,401
2020,106
2021,503
2021,502
2021,301
2022,513
2022,104
2023,206
2024,407
2025,201
2026,122
2027,408
2028,124
2029,311
2030,507
2030,415
2031,309
2031,123
2032,212
2032,112
2033,506
2033,315
2034,307
2035,114
2036,208
2036,117
2037,603
2037,129
2037,302
2038,120
2039,503
2040,411
2041,511
2041,308
2042,405
2043,122
2043,215
2044,202
2044,307
2045,120
2046,205
2047,210
2047,307
2047,308
2048,605
2049,312
2050,414
2051,126
2052,127
2052,501
2053,407
2054,116
2054,306
2054,205
2054,115
2055,123
2056,112
2056,509
2056,202
2056,207
2057,408
2057,124
2058,217
2058,604
2059,117
2060,129
2061,304
2062,414
2063,101
2063,413
2064,503
2065,103
2066,306
2067,219
2068,402
2069,215
2070,304
2070,105
2071,408
2072,404
2072,107
2073,207
2074,302
2074,512
2074,211
2075,114
2075,218
2076,308
2076,506
2077,414
2078,127
2079,111
2079,212
2079,304
2079,401
2080,128
2081,211
2082,203
2083,123
2084,216
2085,409
2086,201
2086,405
2087,509
2087,125
2088,302
2088,410
2089,513
2090,507
2091,311
2092,126
2092,605
2092,413
2092,119
2093,603
2093,113
2094,213
2095,219
2096,313
2097,128
2097,205
2098,104
2099,304
2099,117
2099,216
2100,121
2101,126
2102,512
2102,102
2102,306
2102,405
2103,211
2103,506
2103,114
2104,122
2104,605
2104,124
2105,210
2105,105
2105,602
2106,314
2107,102
2108,219
2108,511
2109,101
2110,203
2111,312
2112,414
2113,123
2114,207
2114,119
2115,309
2115,605
2115,509
2116,510
2117,117
2117,112
2118,404
2119,207
2120,202
2120,312
2120,110
2121,205
2122,218
2122,406
2123,116
2123,120
2124,407
2124,105
2125,410
2126,312
2126,309
2127,515
2127,101
2128,208
2129,310
2129,212
2130,203
2130,115
2130,301
2131,102
2132,121
2132,105
2132,511
2133,213
2133,118
2134,125
2134,413
2134,507
2135,513
2135,207
2136,202
2136,215
2137,208
2137,603
2138,110
2139,217
2139,112
2139,314
2139,119
2140,111
2141,129
2142,119
2142,215
2143,124
2143,115
2143,501
2144,130
2144,512
2145,109
2145,103
2146,514
2146,121
2146,218
2147,313
2148,212
2149,410
2150,303
2151,204
2151,113
2152,407
2153,129
2153,314
2154,210
2154,513
2154,403
2154,409
2155,603
2155,108
2156,117
2157,102
2157,104
2158,514
2159,604
2159,201
2160,515
2160,202
2161,513
2161,501
2162,409
2162,503
2162,312
2163,121
2164,126
2164,128
2165,129
2166,603
2167,118
2167,314
2168,123
2169,103
2170,306
2170,116
2171,119
2171,307
2172,108
2173,304
2173,301
2173,121
2173,113
2173,218
2174,501
2175,102
2176,202
2177,509
2178,209
2179,108
2180,129
2180,210
2181,506
2182,202
2183,412
2183,115
2183,604
2183,405
2184,502
2185,104
2185,116
2186,205
2187,107
2187,121
2188,308
2189,309
2189,514
2190,505
2191,118
2191,603
2192,202
2192,116
2193,213
2194,506
2195,125
2196,508
2196,306
2197,403
2198,504
2199,511
2200,605
2201,212
2201,509
2202,219
2202,502
2202,123
2203,121
2203,101
2203,314
2204,505
2205,414
2205,308
2206,129
2207,207
2208,315
2208,501
2209,110
2209,214
2209,128
2209,129
2210,313
2211,505
2212,201
2213,311
2214,202
2215,102
2215,407
2216,126
2217,208
2217,206
2218,125
2218,313
2218,307
2219,305
2220,604
2220,404
2221,115
2222,210
2222,510
2223,412
2224,101
2225,312
2226,304
2226,104
2227,205
2227,602
2228,214
2229,306
2230,405
2231,601
2231,309
2232,203
2232,118
2232,513
2233,124
2233,212
2234,511
2235,401
2236,110
2237,127
2238,415
2239,402
2239,312
2240,218
2240,514
2241,305
2242,117
2243,125
2243,504
2244,119
2244,208
2245,217
2246,219
2247,513
2248,409
2249,106
2249,308
2250,129
2250,101
2251,206
2252,604
2252,219
2253,216
2254,115
2254,407
2255,507
2255,412
2256,217
2256,515
2256,220
2257,510
2258,311
2258,122
2258,119
2259,503
2260,604
2260,312
2260,308
2261,120
2262,101
2263,110
2263,215
2264,208
2264,408
2265,305
2265,128
2265,306
2266,123
2267,203
2267,217
2267,125
2268,116
2269,505
2270,206
2271,126
2271,217
2271,509
2272,118
2272,404
2273,121
2274,310
2274,414
2275,212
2275,105
2275,512
2276,601
2277,509
2277,202
2277,603
2278,201
2278,214
2278,209
2279,513
2279,401
2279,502
2280,411
2280,116
2280,515
2281,106
2281,514
2281,108
2282,203
2283,304
2283,603
2283,127
2284,217
2284,213
2285,207
2286,101
2287,307
2287,215
2287,109
2288,219
2289,112
2290,604
2290,506
2290,110
2290,505
2291,123
2291,120
2292,603
2293,129
2294,213
2295,315
2296,602
2296,603
2297,217
2298,107
2298,315
2299,308
2299,413
2300,405
2301,110
2301,301
2301,201
2302,509
2303,511
2303,603
2303,128
2304,122
2305,104
2306,505
2307,124
2307,415
2307,406
2308,503
2308,311
2309,301
2310,103
2311,101
2312,207
2312,203
2313,405
2314,218
2314,120
2314,102
2315,124
2316,115
2317,128
2318,510
2319,602
2320,311
2320,211
2320,103
2321,604
2321,411
2322,312
2322,126
2323,507
2324,219
2325,309
2326,402
2326,315
2326,202
2327,109
2328,128
2329,504
2329,604
2329,406
2330,119
2331,124
2332,204
2333,308
2334,411
2334,314
2334,110
2334,402
2335,407
2335,129
2336,205
2336,512
2336,506
2336,509
2337,413
2337,117
2337,103
2338,406
2339,218
2340,309
2341,515
2342,505
2343,207
2344,212
2344,206
2344,308
2345,602
2346,204
2346,220
2346,205
2346,408
2347,404
2348,302
2349,114
2350,216
2351,514
2352,507
2353,512
2354,109
2354,406
2355,509
2356,410
2357,202
2358,401
2358,107
2358,118
2359,515
2360,202
2361,123
2361,509
2361,209
2362,413
2362,210
2362,114
2363,125
2363,401
2364,214
2365,219
2365,112
2366,116
2367,314
2368,109
2368,104
2369,507
2370,206
2370,212
2370,308
2371,122
2371,412
2372,514
2373,126
2373,204
2373,405
2374,406
2375,303
2376,106
2377,121
2378,602
2378,211
2379,401
2380,505
2380,104
2380,605
2380,105
2381,504
2381,109
2382,202
2383,117
2383,217
2384,511
2385,212
2386,216
2387,119
2387,108
2387,107
2388,413
2389,603
2390,107
2391,301
2391,313
2392,306
2393,214
2393,604
2394,124
2394,513
2395,118
2395,119
2396,302
2396,406
2396,512
2397,217
2398,202
2399,409
2399,406
2399,302
2400,204
2401,415
2401,130
2402,511
2402,110
2402,605
2403,603
2404,408
2405,301
2406,311
2407,308
2408,305
2408,405
2409,412
2409,509
2410,127
2411,313
2412,104
2412,211
2413,604
2413,216
2414,413
2415,111
2416,125
2417,510
2417,106
2418,402
2418,201
2419,602
2420,207
2421,508
2422,410
2422,303
2423,202
2424,401
2425,307
2425,217
2426,315
2427,411
2428,313
2428,110
2428,401
2429,414
2429,209
2430,315
2431,210
2431,122
2432,302
2433,407
2434,118
2434,602
2435,201
2436,213
2437,121
2438,209
2438,508
2439,106
2440,509
2440,203
2441,205
2441,107
2441,506
2442,401
2443,414
2444,306
2444,122
2444,103
2445,215
2446,106
2447,507
2448,307
2448,211
2448,313
2449,218
2450,123
2450,505
2451,122
2452,504
2453,308
2453,218
2453,128
2454,312
2454,407
2455,112
2456,502
2457,211
2457,129
2458,514
2459,407
2460,110
2460,209
2460,220
2461,219
2462,114
2463,413
2463,405
2464,213
2464,127
2464,212
2465,312
2466,103
2467,508
2467,211
2467,127
2468,209
2469,502
2470,119
2471,510
2471,205
2472,414
2472,112
2473,407
2474,515
2474,304
2474,507
2475,115
2475,412
2476,605
2477,413
2478,108
2478,206
2479,211
2480,217
2480,313
2480,202
2480,604
2481,119
2482,305
2482,205
2482,404
2483,512
2483,208
2483,118
2484,122
2484,111
2485,505
2485,301
2485,129
2486,401
2487,510
2488,203
2488,406
2489,110
2490,315
2490,306
2491,505
2491,307
2492,414
2493,125
2494,402
2495,506
2496,601
2497,219
2498,204
2499,311
2500,106
2501,117
2501,315
2501,105
2502,312
2503,313
2503,304
2504,123
2505,114
2505,119
2505,412
2506,415
2506,408
2507,129
2508,501
2508,409
2508,601
2509,311
2509,308
2510,301
2511,113
2512,306
2512,605
2513,411
2513,412
2514,509
2515,312
2516,415
2517,217
2517,127
2517,212
2518,514
2518,202
2519,304
2519,130
2520,314
2521,121
2521,310
2522,203
2523,309
2523,602
2524,114
2524,401
2525,604
2525,113
2526,118
2527,309
2528,204
2528,101
2528,205
2529,126
2529,119
2530,409
2531,412
2531,603
2532,211
2533,507
2534,220
2534,314
2535,201
2536,407
2537,208
2538,512
2539,411
2539,211
2539,515
2540,309
2541,212
2542,315
2543,405
2544,205
2544,203
2545,601
2545,410
2546,510
2547,104
2548,111
2549,220
2550,306
2551,118
2552,502
2553,411
2554,213
2555,110
2556,220
2556,507
2557,111
2557,504
2558,108
2559,504
2559,502
2560,215
2561,107
2562,604
2563,413
2563,410
2564,314
2564,111
2565,501
2565,220
2565,305
2566,106
2567,120
2567,304
2567,404
2568,110
2569,103
2569,604
2570,203
2571,202
2571,502
2572,119
2572,217
2573,205
2573,309
2574,102
2575,125
2575,206
2576,512
2577,515
2578,308
2579,213
2579,116
2580,603
2581,105
2581,605
2582,604
2583,115
2584,205
2584,201
2584,315
2585,206
2586,120
2586,505
2587,212
2587,106
2587,109
2588,507
2589,216
2589,301
2589,601
2590,123
2591,403
2592,120
2593,122
2594,106
2595,602
2595,129
2596,309
2597,127
2597,103
2598,405
2599,130
2599,308
2599,502
2600,206
2601,118
2601,402
2602,219
2603,109
2604,415
2605,130
2606,112
2607,106
2608,210
2609,305
2610,504
2611,411
2612,219
2613,116
2614,205
2615,602
2615,308
2616,503
2617,506
2618,307
2618,408
2618,312
2618,403
2619,505
2620,125
2620,514
2621,407
2621,210
2621,507
2621,403
2622,120
2623,107
2624,402
2625,411
2625,101
2626,308
2627,604
2627,110
2627,203
2627,208
2628,202
2628,128
2629,408
2630,110
2631,111
2631,209
2631,124
2632,118
2633,211
2633,504
2633,103
2633,105
2634,216
2634,510
2635,513
2636,407
2637,601
2638,126
2639,202
2640,209
2641,415
2641,403
2642,114
2642,128
2643,514
2643,208
2644,218
2644,117
2644,511
2645,408
2646,501
2647,407
2648,411
2648,508
2649,202
2649,216
2649,122
2649,310
2649,114
2649,309
2650,503
2651,217
2651,126
2651,603
2652,124
2652,112
2653,109
2653,414
2654,212
2655,405
2655,306
2655,502
2655,415
2656,203
2657,104
2657,311
2658,407
2658,102
2658,108
2658,401
2659,510
2659,213
2659,211
2660,117
2661,409
2661,111
2662,114
2662,310
2662,206
2663,410
2663,105
2664,511
2665,115
2666,119
2667,506
2668,306
2668,301
2668,203
2669,513
2670,105
2671,112
2672,126
2672,110
2672,111
2673,215
2674,412
2674,315
2674,308
2675,415
2675,213
2675,204
2676,116
2676,115
2677,117
2677,121
2678,505
2679,602
2680,506
2680,307
2681,303
2682,210
2682,412
2683,219
2684,130
2685,413
2686,301
2687,208
2688,302
2689,315
2690,514
2690,414
2691,115
2691,215
2691,113
2692,202
2693,220
2693,515
2694,305
2695,512
2696,309
2696,412
2697,217
2697,110
2698,127
2699,206
2700,510
2700,403
2701,120
2702,415
2703,414
2704,204
2705,303
2706,212
2706,112
2707,213
2708,514
2708,304
2708,413
2709,206
2710,311
2711,405
2712,106
2712,216
2713,311
2713,401
2714,117
2714,504
2714,212
2714,113
2715,204
2716,513
2716,307
2716,501
2717,604
2718,306
2719,123
2719,605
2719,119
2720,203
2721,301
2722,124
2723,305
2723,210
2724,303
2725,113
2725,104
2725,411
2726,125
2727,310
2728,504
2728,105
2729,308
2730,314
2731,412
2731,602
2732,210
2733,302
2734,113
2735,311
2736,127
2737,130
2737,410
2738,110
2738,202
2739,511
2740,306
2741,120
2742,215
2743,603
2744,118
2745,406
2746,412
2746,401
2747,515
2748,115
2749,103
2749,203
2750,130
2751,202
2751,114
2752,408
2753,603
2753,601
2754,313
2754,104
2754,502
2755,409
2755,508
2756,127
2756,207
2757,213
2757,204
2758,125
2759,307
2760,126
2760,101
2761,313
2761,414
2762,206
2763,111
2763,504
2764,501
2764,506
2764,105
2765,123
2766,128
2766,130
2767,410
2767,215
2768,122
2768,406
2769,201
2770,117
2770,402
2771,213
2772,505
2773,514
2773,306
2773,106
2774,402
2775,401
2775,115
2776,215
2777,515
2778,315
2779,312
2779,408
2779,406
2780,407
2780,306
2780,101
2781,103
2781,118
2782,307
2783,113
2784,103
2785,408
2786,512
2787,604
2788,101
2788,201
2788,413
2789,116
2789,115
2790,504
2790,123
2791,102
2792,106
2792,209
2793,216
2793,515
2793,509
2794,111
2795,402
2796,208
2797,415
2798,503
2799,302
2800,511
2801,514
2801,203
2801,601
2802,505
2803,414
2803,402
2804,601
2804,214
2804,115
2805,504
2805,313
2806,504
2807,220
2807,109
2808,604
2809,206
2809,109
2810,513
2810,410
2811,404
2812,215
2812,103
2813,308
2814,217
2815,110
2815,206
2816,125
2817,108
2817,507
2818,309
2818,514
2819,113
2819,301
2820,311
2821,408
2822,127
2823,122
2824,116
2824,113
2825,205
2825,212
2825,120
2825,604
2826,119
2826,305
2826,127
2827,110
2828,405
2829,301
2829,513
2829,506
2830,220
2830,404
2830,122
2831,128
2831,309
2832,411
2833,311
2833,407
2834,203
2834,303
2835,217
2835,118
2836,121
2837,603
2837,514
2838,216
2839,304
2840,127
2840,401
2840,310
2840,212
2841,206
2842,306
2843,124
2844,202
2844,415
2845,217
2846,213
2846,114
2847,117
2847,115
2848,406
2848,512
2849,114
2849,106
2849,602
2850,105
2851,503
2852,101
2852,217
2852,121
2853,314
2854,502
2855,507
2855,104
2856,107
2856,405
2857,402
2858,311
2858,214
2858,508
2859,601
2860,105
2860,120
2861,304
2862,406
2863,315
2864,410
2864,107
2865,313
2866,205
2867,509
2867,101
2867,207
2868,206
2869,121
2869,117
2870,415
2870,105
2871,204
2872,112
2872,205
2872,413
2873,501
2874,215
2874,302
2875,206
2875,408
2876,115
2877,305
2877,304
2878,404
2878,130
2878,411
2879,508
2880,120
2881,301
2881,125
2882,105
2883,504
2884,605
2885,407
2885,218
2886,308
2887,309
2888,513
2889,101
2889,103
2890,213
2891,313
2891,509
2891,113
2891,219
2892,301
2893,218
2894,214
2894,126
2895,203
2895,411
2896,503
2897,103
2897,217
2898,604
2899,216
2900,410
2901,301
2902,110
2902,219
2902,113
2903,206
2903,406
2903,217
2904,307
2905,508
2906,306
2907,601
2907,213
2907,204
2908,311
2908,120
2908,506
2909,203
2909,501
2910,514
2911,301
2911,313
2912,122
2912,118
2913,312
2914,211
2915,120
2915,503
2915,515
2915,116
2916,202
2916,414
2917,508
2917,118
2917,212
2918,119
2918,309
2919,411
2920,211
2921,207
2921,117
2921,514
2922,125
2922,205
2922,402
2923,212
2923,310
2924,407
2925,216
2925,206
2925,121
2926,504
2927,211
2928,204
2929,603
2930,123
2931,114
2932,115
2933,605
2933,414
2934,219
2934,604
2934,307
2935,105
2935,106
2936,301
2937,601
2937,107
2938,127
2939,211
2939,507
2940,508
2940,307
2941,403
2941,110
2942,305
2942,220
2943,206
2944,310
2945,405
2945,205
2946,126
2946,123
2946,410
2947,103
2947,305
2948,217
2949,406
2949,125
2950,129
2950,303
2951,513
2952,605
2952,514
2953,215
2954,601
2955,314
2955,202
2955,407
2956,101
2957,105
2957,201
2958,129
2959,218
2960,212
2961,511
2961,410
2961,128
2962,510
2962,414
2963,103
2964,308
2964,501
2965,126
2966,107
2967,212
2968,408
2968,602
2969,605
2970,308
2971,206
2972,212
2972,401
2973,408
2974,410
2975,515
2976,115
2976,513
2976,114
2976,503
2977,208
2977,128
2978,127
2978,511
2979,402
2979,406
2980,415
2981,207
2982,405
2982,413
2982,120
2983,415
2983,602
2983,509
2983,315
2983,405
2984,308
2985,406
2986,601
2987,204
2987,123
2988,206
2988,311
2989,108
2989,505
2989,119
2990,215
2991,102
2992,511
2993,207
2994,405
2995,204
2995,602
2996,402
2996,411
2997,208
2997,511
2997,116
2998,301
2998,206
2999,503
2999,121
2999,104
3000,406
3001,102
3001,415
3001,402
3002,506
3003,407
3004,130
3005,511
3005,208
3005,605
3005,109
3006,515
3006,501
3007,509
3008,309
3009,309
3009,511
3010,502
3011,206
3012,513
3013,101
3013,105
3014,125
3015,510
3015,603
3016,605
3016,119
3016,403
3016,109
3016,307
3017,306
3017,512
3017,209
3018,202
3019,105
3019,312
3019,511
3020,219
3021,604
3022,402
3023,204
3024,601
3025,309
3026,307
3027,217
3027,120
3028,211
3028,502
3028,119
3028,602
3029,203
3029,124
3029,218
3029,122
3030,510
3031,504
3032,513
3032,117
3033,125
3034,410
3034,116
3034,306
3035,123
3035,104
3035,411
3036,505
3037,404
3038,106
3039,102
3040,112
3041,311
3042,219
3043,411
3044,126
3045,118
3045,506
3045,117
3045,507
3046,109
3046,123
3047,407
3048,119
3049,514
3050,220
3051,104
3052,208
3053,217
3054,128
3054,315
3055,602
3055,407
3055,204
3056,503
3057,508
3057,201
3057,124
3058,515
3059,214
3060,219
3060,212
3061,303
3062,410
3062,310
3063,510
3064,502
3065,514
3066,604
3067,406
3067,128
3067,218
3068,209
3068,127
3069,104
3070,501
3071,511
3071,201
3072,130
3073,302
3073,211
3073,117
3074,505
3075,101
3075,215
3076,113
3077,126
3077,108
3078,315
3079,120
3080,203
3080,515
3081,313
3081,405
3082,514
3083,218
3084,111
3085,114
3086,509
3087,408
3088,512
3089,209
3090,510
3091,413
3091,305
3091,515
3092,302
3093,102
3094,206
3095,128
3095,202
3095,405
3096,115
3097,506
3097,105
3097,115
3098,504
3098,124
3098,128
3099,107
3099,106
3100,220
3101,410
3101,117
3102,503
3103,105
3104,201
3105,504
3106,205
3107,218
3108,603
3108,220
3109,413
3110,301
3110,116
3110,513
3111,509
3112,117
3112,302
3112,604
3113,409
3114,130
3115,115
3116,406
3117,408
3117,510
3118,412
3118,218
3118,515
3119,118
3120,414
3120,313
3120,124
3121,314
3121,219
3122,105
3122,507
3123,510
3124,104
3124,409
3124,302
3125,116
3126,513
3127,210
3128,109
3129,203
3129,101
3129,113
3130,303
3131,124
3131,202
3132,512
3133,402
3134,312
3135,105
3136,311
3136,205
3136,112
3137,108
3138,301
3139,205
3139,111
3139,302
3140,315
3141,210
3142,403
3143,108
3143,605
3143,307
3144,603
3144,508
3145,212
3146,216
3146,125
3146,515
3147,513
3147,109
3148,501
3148,124
3149,415
3149,215
3150,507
3150,602
3150,120
3151,503
3152,101
3153,515
3154,506
3154,119
3155,303
3156,303
3157,413
3158,503
3159,302
3160,405
3161,112
3162,214
3163,124
3163,122
3163,118
3164,123
3165,302
3165,307
3166,513
3166,210
3167,305
3167,124
3168,219
3169,127
3170,311
3171,217
3172,126
3173,601
3174,105
3174,128
3174,106
3175,407
3176,604
3176,210
3176,215
3177,218
3177,307
3178,127
3179,410
3180,409
3181,505
3182,408
3182,212
3183,104
3183,405
3184,128
3185,123
3185,112
3186,206
3187,412
3188,605
3189,315
3190,213
3190,301
3190,204
3191,107
3191,220
3192,106
3192,307
3192,410
3192,130
3193,215
3193,513
3194,505
3195,208
3195,505
3196,102
3197,127
3198,203
3199,512
3199,309
3200,206
3200,313
3200,128
3201,508
3202,126
3202,604
3202,105
3203,104
3204,514
3204,207
3204,409
3205,301
3206,121
3206,116
3206,208
3207,303
3208,106
3208,601
3209,217
3209,219
3210,206
3211,314
3212,208
3212,121
3213,406
3214,220
3215,210
3215,401
3216,220
3216,125
3216,603
3217,502
3217,111
3217,408
3218,204
3218,219
3219,218
3219,113
3220,411
3220,404
3220,115
3221,312
3221,127
3222,117
3222,212
3222,219
3222,128
3222,508
3223,310
3224,601
3225,117
3225,202
3225,218
3225,115
3226,512
3227,119
3228,413
3228,127
3229,209
3229,208
3230,410
3231,302
3231,406
3232,123
3233,401
3234,101
3235,405
3236,406
3237,502
3238,118
3239,411
3240,127
3240,402
3241,217
3242,602
3243,315
3244,123
3244,220
3245,128
3246,305
3247,126
3248,414
3249,304
3249,503
3249,203
3249,402
3250,211
3251,122
3251,213
3251,509
3251,214
3252,408
3253,215
3254,407
3255,601
3255,210
3255,313
3255,511
3256,202
3257,410
3258,302
3258,205
3258,126
3259,401
3260,110
3260,304
3261,115
3261,505
3261,601
3261,127
3262,309
3263,512
3263,604
3264,105
3264,507
3264,117
3265,209
3266,123
3267,130
3268,305
3268,604
3268,213
3269,211
3270,406
3270,220
3270,207
3270,118
3271,501
3271,510
3272,311
3273,114
3273,412
3274,215
3275,314
3275,206
3276,103
3277,104
3278,308
3278,106
3279,315
3279,505
3279,201
3280,404
3281,123
3282,201
3283,204
3284,128
3285,209
3286,414
3287,304
3288,409
3288,414
3288,514
3289,305
3289,105
3290,127
3291,220
3292,313
3293,106
3293,203
3294,208
3294,120
3295,311
3296,401
3297,213
3297,207
3297,113
3298,408
3298,513
3298,414
3299,307
3300,302
3301,301
3301,113
3302,115
3303,211
3304,110
3304,309
3305,406
3306,403
3307,115
3307,314
3308,312
3308,128
3309,207
3309,109
3310,414
3311,204
3312,302
3312,125
3312,510
3313,315
3314,303
3315,306
3316,104
3317,210
3318,310
3319,205
3320,102
3321,112
3322,113
3322,201
3322,102
3323,125
3324,409
3324,205
3324,217
3325,208
3325,508
3325,129
3326,128
3327,505
3328,125
3328,207
3329,503
3330,311
3331,108
3332,130
3333,412
3333,401
3333,405
3333,504
3334,112
3334,106
3334,601
3335,220
3336,205
3337,215
3337,302
3338,121
3338,414
3339,514
3339,213
3340,411
3341,314
3342,102
3343,130
3344,412
3344,512
3344,305
3344,112
3345,502
3346,405
3347,414
3347,109
3347,505
3348,208
3349,118
3350,307
3350,409
3351,604
3351,512
3352,217
3352,506
3353,210
3354,208
3355,202
3356,507
3357,506
3358,209
3359,209
3360,213
3360,410
3361,209
3361,512
3362,108
3362,205
3362,114
3362,117
3363,121
3363,205
3364,407
3365,507
3365,603
3366,503
3367,512
3367,411
3368,124
3368,605
3369,414
3370,209
3371,308
3372,603
3372,415
3373,602
3373,511
3374,507
3374,307
3374,406
3375,203
3375,217
3375,108
3376,114
3377,123
3378,504
3379,102
3380,122
3380,116
3380,213
3380,207
3381,214
3381,501
3382,312
3382,129
3383,212
3383,119
3383,501
3384,313
3384,211
3384,219
3384,204
3385,603
3386,209
3386,217
3387,401
3387,113
3388,412
3389,104
3389,407
3389,308
3390,410
3390,309
3391,305
3391,406
3392,514
3393,401
3393,108
3393,214
3394,124
3394,208
3394,114
3395,116
3396,220
3396,129
3396,314
3397,127
3398,113
3398,506
3399,307
3400,514
3401,511
3401,219
3402,210
3402,309
3402,112
3403,402
3404,413
3405,505
3406,301
3407,403
3408,125
3409,314
3409,208
3410,510
3411,111
3412,402
3413,604
3413,315
3414,313
3414,511
3414,127
3414,205
3415,411
3416,203
3417,116
3418,602
3419,205
3419,120
3419,605
3420,503
3420,113
3420,103
3421,510
3422,219
3423,124
3424,504
3425,126
3426,115
3427,208
3428,110
3429,408
3429,207
3430,109
3431,605
3432,211
3433,404
3433,118
3434,126
3435,504
3436,405
3436,412
3437,101
3438,401
3438,216
3439,308
3440,106
3441,130
3441,313
3442,403
3443,220
3443,513
3443,402
3444,204
3445,501
3445,123
3445,105
3446,509
3447,411
3447,205
3448,508
3449,112
3449,107
3450,127
3450,311
3450,414
3451,408
3452,314
3453,301
3453,415
3454,403
3454,102
3455,515
3455,113
3456,124
3457,304
3457,210
3458,112
3459,313
3459,125
3460,504
3461,307
3461,113
3461,110
3461,128
3462,603
3463,302
3464,213
3465,401
3466,204
3466,308
3467,412
3468,408
3468,126
3468,121
3468,409
3468,206
3469,315
3469,128
3470,511
3470,403
3471,604
3471,125
3471,209
3472,515
3473,305
3474,511
3475,415
3476,214
3477,209
3477,407
3478,101
3478,505
3478,401
3479,127
3480,201
3481,413
3482,102
3482,411
3482,205
3483,303
3483,125
3484,214
3485,513
3486,212
3486,107
3486,307
3487,101
3488,412
3488,310
3488,601
3489,202
3490,508
3491,122
3492,604
3493,403
3494,111
3495,208
3496,505
3497,315
3498,120
3498,307
3499,214
3499,506
3499,115
3500,122
3501,308
3502,314
3502,214
3503,513
3503,206
3504,408
3504,121
3504,208
3505,502
3506,310
3506,220
3506,312
3507,209
3508,308
3508,211
3508,109
3509,408
3510,604
3510,101
3511,210
3512,411
3513,127
3514,207
3515,303
3516,406
3517,503
3517,415
3517,414
3518,208
3519,117
3520,403
3521,218
3522,315
3523,210
3523,412
3524,306
3524,107
3524,502
3525,205
3526,504
3527,118
3528,414
3529,111
3530,406
3531,208
3532,106
3533,308
3533,114
3534,213
3534,410
3534,304
3535,306
3535,208
3535,311
3536,401
3537,404
3538,212
3538,107
3539,119
3539,220
3540,102
3540,115
3540,412
3541,406
3541,601
3542,403
3543,112
3544,201
3545,119
3545,408
3546,216
3547,406
3547,201
3548,112
3548,119
3549,510
3549,514
3550,302
3551,404
3552,212
3552,117
3552,404
3553,304
3554,209
3554,123
3555,208
3556,509
3557,122
3557,119
3558,130
3558,219
3559,601
3560,411
3561,107
3562,212
3563,201
3564,311
3565,403
3565,109
3566,303
3566,507
3567,128
3568,122
3569,307
3569,408
3569,104
3570,414
3571,604
3571,208
3572,212
3572,129
3573,126
3574,501
3574,402
3574,104
3575,114
3575,410
3576,302
3577,113
3577,102
3577,308
3578,219
3579,103
3580,111
3581,405
3582,201
3583,511
3583,403
3583,414
3583,512
3583,311
3584,404
3585,603
3585,208
3586,201
3587,301
3588,604
3588,119
3589,109
3589,415
3590,113
3590,204
3591,206
3591,130
3591,515
3592,215
3592,605
3592,130
3593,204
3593,301
3593,219
3594,125
3594,105
3594,207
3594,203
3595,302
3596,209
3597,409
3598,102
3598,123
3599,106
3600,204
3600,212
3601,410
3602,407
3602,117
3603,313
3604,508
3605,407
3605,124
3606,113
3606,314
3607,501
3607,219
3608,407
3609,502
3610,114
3611,217
3611,127
3611,305
3611,218
3612,501
3612,119
3613,309
3613,215
3613,512
3614,510
3614,117
